,Bird.Code,Day,Month,Month,Year,Full date,Region,molt.size
48539,50510,24,9,Sep,2011,9/24/2011,Oregon South,1
48589,50561,8,10,Oct,2011,10/8/2011,Oregon South,1
48735,50708,18,11,Nov,2011,11/18/2011,Oregon South,1
48737,50710,18,11,Nov,2011,11/18/2011,Oregon South,1
48769,50742,8,10,Oct,2011,10/8/2011,Oregon South,1
48770,50743,8,10,Oct,2011,10/8/2011,Oregon South,1
48772,50745,8,10,Oct,2011,10/8/2011,Oregon South,1
48778,50751,8,10,Oct,2011,10/8/2011,Oregon South,1
48779,50752,8,10,Oct,2011,10/8/2011,Oregon South,1
48780,50753,8,10,Oct,2011,10/8/2011,Oregon South,1
48789,50762,8,10,Oct,2011,10/8/2011,Oregon South,1
48794,50767,8,10,Oct,2011,10/8/2011,Oregon South,1
49017,50995,17,10,Oct,2011,10/17/2011,South Coast,1
49021,50999,17,10,Oct,2011,10/17/2011,South Coast,1
49109,51091,12,10,Oct,2011,10/12/2011,Humboldt,1
49249,51232,13,10,Oct,2011,10/13/2011,Oregon South,1
49259,51242,13,10,Oct,2011,10/13/2011,Oregon South,1
49261,51244,13,10,Oct,2011,10/13/2011,Oregon South,1
49266,51249,13,10,Oct,2011,10/13/2011,Oregon South,1
49295,51278,15,10,Oct,2011,10/15/2011,Oregon North,1
49303,51286,15,10,Oct,2011,10/15/2011,Oregon North,1
49315,51298,19,10,Oct,2011,10/19/2011,Oregon South,1
49321,51304,19,10,Oct,2011,10/19/2011,Oregon South,1
49327,51310,19,10,Oct,2011,10/19/2011,Oregon South,1
49329,51312,19,10,Oct,2011,10/19/2011,Oregon South,1
49333,51316,19,10,Oct,2011,10/19/2011,Oregon South,1
49336,51319,19,10,Oct,2011,10/19/2011,Oregon South,1
49344,51327,19,10,Oct,2011,10/19/2011,Oregon South,1
49345,51328,19,10,Oct,2011,10/19/2011,Oregon South,1
49346,51329,19,10,Oct,2011,10/19/2011,Oregon South,1
49348,51331,19,10,Oct,2011,10/19/2011,Oregon South,1
49349,51332,19,10,Oct,2011,10/19/2011,Oregon South,1
49355,51338,19,10,Oct,2011,10/19/2011,Oregon South,1
49374,51357,19,10,Oct,2011,10/19/2011,Oregon South,1
49379,51362,19,10,Oct,2011,10/19/2011,Oregon South,1
49383,51366,19,10,Oct,2011,10/19/2011,Oregon South,1
49390,51373,19,10,Oct,2011,10/19/2011,Oregon South,1
49393,51376,19,10,Oct,2011,10/19/2011,Oregon South,1
49394,51377,19,10,Oct,2011,10/19/2011,Oregon South,1
49533,51518,1,10,Oct,2011,10/1/2011,Humboldt,1
49629,51614,29,10,Oct,2011,10/29/2011,Oregon North,1
49634,51619,29,10,Oct,2011,10/29/2011,Oregon North,1
49648,51636,5,11,Nov,2011,11/5/2011,Oregon South,1
49670,51658,22,9,Sep,2011,9/22/2011,Humboldt,1
49674,51662,22,9,Sep,2011,9/22/2011,Humboldt,1
49697,51686,22,9,Sep,2011,9/22/2011,Humboldt,1
49705,51694,29,10,Oct,2011,10/29/2011,Oregon North,1
49718,51707,29,10,Oct,2011,10/29/2011,Oregon North,1
49721,51710,21,10,Oct,2011,10/21/2011,Humboldt,1
49726,51715,21,10,Oct,2011,10/21/2011,Humboldt,1
49728,51717,21,10,Oct,2011,10/21/2011,Humboldt,1
49735,51724,22,10,Oct,2011,10/22/2011,Humboldt,1
49755,51745,22,10,Oct,2011,10/22/2011,Humboldt,1
49828,51818,22,10,Oct,2011,10/22/2011,Oregon North,1
49919,51909,28,10,Oct,2011,10/28/2011,Humboldt,1
50399,52412,1,11,Nov,2011,11/1/2011,Humboldt,1
50499,52528,14,10,Oct,2011,10/14/2011,North Coast,1
50820,52858,9,10,Oct,2011,10/9/2011,Oregon South,1
50826,52864,9,10,Oct,2011,10/9/2011,Oregon South,1
50940,52978,9,10,Oct,2011,10/9/2011,Oregon South,1
51028,53092,9,10,Oct,2011,10/9/2011,Oregon South,1
51032,53096,9,10,Oct,2011,10/9/2011,Oregon South,1
51034,53098,9,10,Oct,2011,10/9/2011,Oregon South,1
51036,53100,9,10,Oct,2011,10/9/2011,Oregon South,1
51038,53102,9,10,Oct,2011,10/9/2011,Oregon South,1
51040,53104,9,10,Oct,2011,10/9/2011,Oregon South,1
51041,53105,9,10,Oct,2011,10/9/2011,Oregon South,1
51042,53106,9,10,Oct,2011,10/9/2011,Oregon South,1
51043,53107,9,10,Oct,2011,10/9/2011,Oregon South,1
51056,53120,9,10,Oct,2011,10/9/2011,Oregon South,1
51061,53125,9,10,Oct,2011,10/9/2011,Oregon South,1
51066,53130,9,10,Oct,2011,10/9/2011,Oregon South,1
51070,53134,9,10,Oct,2011,10/9/2011,Oregon South,1
53912,56227,27,8,Aug,2012,8/27/2012,South Coast,1
53941,56257,1,9,Sep,2012,9/1/2012,Oregon North,1
54029,56345,7,9,Sep,2012,9/7/2012,Humboldt,1
54039,56355,7,9,Sep,2012,9/7/2012,Humboldt,1
54040,56356,7,9,Sep,2012,9/7/2012,Humboldt,1
54046,56362,28,8,Aug,2012,8/28/2012,Humboldt,1
54055,56371,22,10,Oct,2011,10/22/2011,Oregon South,1
54063,56379,22,10,Oct,2011,10/22/2011,Oregon South,1
54066,56382,22,10,Oct,2011,10/22/2011,Oregon South,1
54284,56624,22,8,Aug,2012,8/22/2012,South Coast,1
54398,56740,24,8,Aug,2012,8/24/2012,Oregon North,1
54454,56798,13,9,Sep,2012,9/13/2012,Humboldt,1
54487,56832,30,9,Sep,2012,9/30/2012,Oregon North,1
54557,56903,29,9,Sep,2012,9/29/2012,South Coast,1
54583,56934,29,9,Sep,2012,9/29/2012,South Coast,1
54792,57165,23,9,Sep,2012,9/23/2012,Humboldt,1
54812,57185,19,8,Aug,2012,8/19/2012,Humboldt,1
54894,57274,1,10,Oct,2012,10/1/2012,Humboldt,1
54980,57364,9,10,Oct,2012,10/9/2012,Humboldt,1
55001,57385,7,10,Oct,2012,10/7/2012,Humboldt,1
55011,57395,7,10,Oct,2012,10/7/2012,Humboldt,1
55018,57402,7,10,Oct,2012,10/7/2012,Humboldt,1
55051,57438,29,9,Sep,2012,9/29/2012,Oregon South,1
55060,57455,25,9,Sep,2012,9/25/2012,Oregon South,1
55354,57756,12,10,Oct,2012,10/12/2012,Oregon South,1
55393,57795,11,10,Oct,2012,10/11/2012,North Coast,1
55485,57895,19,10,Oct,2012,10/19/2012,Oregon South,1
55486,57896,19,10,Oct,2012,10/19/2012,Oregon South,1
55601,58011,7,10,Oct,2012,10/7/2012,Humboldt,1
55682,58093,26,10,Oct,2012,10/26/2012,North Coast,1
55732,58144,28,10,Oct,2012,10/28/2012,Humboldt,1
55910,58329,3,11,Nov,2012,11/3/2012,South Coast,1
55931,58351,3,11,Nov,2012,11/3/2012,South Coast,1
55941,58362,2,11,Nov,2012,11/2/2012,Oregon North,1
55951,58372,20,10,Oct,2012,10/20/2012,Oregon South,1
56052,58475,30,9,Sep,2012,9/30/2012,Oregon North,1
56103,58527,10,11,Nov,2012,11/10/2012,South Coast,1
56194,58619,28,10,Oct,2012,10/28/2012,Oregon South,1
56299,58726,15,9,Sep,2012,9/15/2012,South Coast,1
56372,58801,5,10,Oct,2012,10/5/2012,Humboldt,1
57624,60184,6,10,Oct,2012,10/6/2012,North Coast,1
57660,60221,30,9,Sep,2012,9/30/2012,Oregon North,1
57879,60440,22,10,Oct,2011,10/22/2011,Oregon South,1
57887,60448,22,10,Oct,2011,10/22/2011,Oregon South,1
58155,60743,17,10,Oct,2012,10/17/2012,North Coast,1
58998,61621,30,7,Jul,2013,7/30/2013,Oregon South,1
59016,61639,31,7,Jul,2013,7/31/2013,Oregon North,1
59017,61640,31,7,Jul,2013,7/31/2013,Oregon North,1
59018,61641,31,7,Jul,2013,7/31/2013,Oregon North,1
59019,61642,31,7,Jul,2013,7/31/2013,Oregon North,1
59020,61643,31,7,Jul,2013,7/31/2013,Oregon North,1
59021,61644,31,7,Jul,2013,7/31/2013,Oregon North,1
59275,61906,23,8,Aug,2013,8/23/2013,Humboldt,1
59295,61926,24,8,Aug,2013,8/24/2013,Oregon South,1
59296,61927,24,8,Aug,2013,8/24/2013,Oregon South,1
59303,61934,24,8,Aug,2013,8/24/2013,Oregon North,1
59310,61941,22,8,Aug,2013,8/22/2013,Humboldt,1
59313,61944,24,8,Aug,2013,8/24/2013,Oregon South,1
59356,61989,25,8,Aug,2013,8/25/2013,Humboldt,1
59357,61990,25,8,Aug,2013,8/25/2013,Humboldt,1
59391,62024,2,9,Sep,2013,9/2/2013,Oregon North,1
59443,62081,10,9,Sep,2013,9/10/2013,North Coast,1
59528,62167,14,9,Sep,2013,9/14/2013,South Coast,1
59530,62169,14,9,Sep,2013,9/14/2013,South Coast,1
59533,62172,14,9,Sep,2013,9/14/2013,South Coast,1
59534,62173,14,9,Sep,2013,9/14/2013,Oregon North,1
59535,62174,14,9,Sep,2013,9/14/2013,Oregon North,1
59545,62184,9,9,Sep,2013,9/9/2013,Oregon South,1
59546,62185,9,9,Sep,2013,9/9/2013,Oregon South,1
59549,62188,9,9,Sep,2013,9/9/2013,Oregon South,1
59556,62196,14,9,Sep,2013,9/14/2013,Oregon North,1
59557,62197,14,9,Sep,2013,9/14/2013,Oregon North,1
59558,62198,14,9,Sep,2013,9/14/2013,Oregon North,1
59565,62205,14,9,Sep,2013,9/14/2013,Oregon North,1
59567,62207,14,9,Sep,2013,9/14/2013,Oregon North,1
59569,62209,14,9,Sep,2013,9/14/2013,Oregon North,1
59591,62232,17,9,Sep,2013,9/17/2013,South Coast,1
59624,62272,16,9,Sep,2013,9/16/2013,South Coast,1
59631,62279,19,9,Sep,2013,9/19/2013,Oregon North,1
59632,62280,19,9,Sep,2013,9/19/2013,Oregon North,1
59633,62281,19,9,Sep,2013,9/19/2013,Oregon North,1
59634,62282,19,9,Sep,2013,9/19/2013,Oregon North,1
59635,62283,19,9,Sep,2013,9/19/2013,Oregon North,1
59636,62284,19,9,Sep,2013,9/19/2013,Oregon North,1
59637,62285,19,9,Sep,2013,9/19/2013,Oregon North,1
59639,62287,19,9,Sep,2013,9/19/2013,Oregon North,1
59643,62291,21,9,Sep,2013,9/21/2013,Oregon North,1
59644,62292,19,9,Sep,2013,9/19/2013,Oregon North,1
59649,62297,19,9,Sep,2013,9/19/2013,Oregon North,1
59650,62298,19,9,Sep,2013,9/19/2013,Oregon North,1
59651,62299,21,9,Sep,2013,9/21/2013,Oregon North,1
59661,62309,19,9,Sep,2013,9/19/2013,Oregon North,1
59678,62326,18,9,Sep,2013,9/18/2013,Oregon North,1
59681,62329,18,9,Sep,2013,9/18/2013,Oregon North,1
59685,62333,20,9,Sep,2013,9/20/2013,South Coast,1
59692,62340,18,9,Sep,2013,9/18/2013,Oregon North,1
59693,62341,18,9,Sep,2013,9/18/2013,Oregon North,1
59695,62343,18,9,Sep,2013,9/18/2013,Oregon North,1
59697,62345,18,9,Sep,2013,9/18/2013,Oregon North,1
59700,62348,18,9,Sep,2013,9/18/2013,Oregon North,1
59701,62349,18,9,Sep,2013,9/18/2013,Oregon North,1
59710,62358,21,9,Sep,2013,9/21/2013,Oregon North,1
59711,62359,21,9,Sep,2013,9/21/2013,Oregon North,1
59713,62361,21,9,Sep,2013,9/21/2013,Oregon North,1
59716,62364,21,9,Sep,2013,9/21/2013,Oregon North,1
59723,62372,21,9,Sep,2013,9/21/2013,Oregon North,1
59728,62377,21,9,Sep,2013,9/21/2013,Oregon North,1
59745,62406,16,9,Sep,2013,9/16/2013,North Coast,1
59752,62413,26,9,Sep,2013,9/26/2013,South Coast,1
59764,62425,22,9,Sep,2013,9/22/2013,Humboldt,1
59771,62433,25,9,Sep,2013,9/25/2013,South Coast,1
59772,62434,25,9,Sep,2013,9/25/2013,South Coast,1
59777,62439,25,9,Sep,2013,9/25/2013,South Coast,1
59790,62457,30,9,Sep,2013,9/30/2013,South Coast,1
59801,62473,28,9,Sep,2013,9/28/2013,Oregon North,1
59805,62477,28,8,Aug,2013,8/28/2013,South Coast,1
59809,62481,12,9,Sep,2013,9/12/2013,South Coast,1
59810,62482,12,9,Sep,2013,9/12/2013,South Coast,1
59846,62521,8,9,Sep,2013,9/8/2013,Humboldt,1
59862,62537,1,9,Sep,2013,9/1/2013,Humboldt,1
59889,62564,27,9,Sep,2013,9/27/2013,North Coast,1
59931,62606,3,8,Aug,2013,8/3/2013,Humboldt,1
59949,62624,22,9,Sep,2013,9/22/2013,Humboldt,1
59956,62631,10,9,Sep,2013,9/10/2013,Humboldt,1
59970,62645,15,9,Sep,2013,9/15/2013,Humboldt,1
59985,62660,3,10,Oct,2013,10/3/2013,Oregon North,1
59991,62666,3,10,Oct,2013,10/3/2013,Oregon North,1
60027,62702,21,9,Sep,2013,9/21/2013,Oregon South,1
60032,62707,6,10,Oct,2013,10/6/2013,Humboldt,1
60034,62709,1,9,Sep,2013,9/1/2013,South Coast,1
60035,62710,1,9,Sep,2013,9/1/2013,South Coast,1
60039,62714,1,9,Sep,2013,9/1/2013,South Coast,1
60098,62778,5,10,Oct,2013,10/5/2013,Oregon North,1
60124,62812,5,10,Oct,2013,10/5/2013,South Coast,1
60130,62818,5,10,Oct,2013,10/5/2013,South Coast,1
60134,62822,5,10,Oct,2013,10/5/2013,South Coast,1
60138,62826,5,10,Oct,2013,10/5/2013,South Coast,1
60151,62839,5,10,Oct,2013,10/5/2013,South Coast,1
60155,62843,6,10,Oct,2013,10/6/2013,South Coast,1
60168,62856,6,10,Oct,2013,10/6/2013,South Coast,1
60171,62859,5,10,Oct,2013,10/5/2013,South Coast,1
60174,62862,5,10,Oct,2013,10/5/2013,South Coast,1
60191,62879,5,10,Oct,2013,10/5/2013,South Coast,1
60195,62883,5,10,Oct,2013,10/5/2013,South Coast,1
60211,62899,5,10,Oct,2013,10/5/2013,South Coast,1
60212,62900,5,10,Oct,2013,10/5/2013,South Coast,1
60215,62903,5,10,Oct,2013,10/5/2013,South Coast,1
60218,62906,5,10,Oct,2013,10/5/2013,South Coast,1
60219,62907,5,10,Oct,2013,10/5/2013,South Coast,1
60258,62947,5,10,Oct,2013,10/5/2013,South Coast,1
60272,62961,5,10,Oct,2013,10/5/2013,South Coast,1
60295,62984,5,10,Oct,2013,10/5/2013,South Coast,1
60326,63016,10,10,Oct,2013,10/10/2013,Oregon North,1
60335,63025,8,9,Sep,2013,9/8/2013,Oregon North,1
60349,63039,12,10,Oct,2013,10/12/2013,Oregon North,1
60355,63045,12,10,Oct,2013,10/12/2013,Oregon North,1
60374,63064,6,10,Oct,2013,10/6/2013,South Coast,1
60379,63069,6,10,Oct,2013,10/6/2013,South Coast,1
60380,63070,6,10,Oct,2013,10/6/2013,South Coast,1
60381,63071,6,10,Oct,2013,10/6/2013,South Coast,1
60395,63087,6,10,Oct,2013,10/6/2013,South Coast,1
60399,63091,6,10,Oct,2013,10/6/2013,South Coast,1
60400,63092,6,10,Oct,2013,10/6/2013,South Coast,1
60403,63095,6,10,Oct,2013,10/6/2013,South Coast,1
60408,63100,6,10,Oct,2013,10/6/2013,South Coast,1
60429,63128,17,10,Oct,2013,10/17/2013,Oregon North,1
60451,63151,27,9,Sep,2013,9/27/2013,North Coast,1
60452,63152,27,9,Sep,2013,9/27/2013,North Coast,1
60462,63162,12,10,Oct,2013,10/12/2013,Oregon North,1
60468,63168,13,10,Oct,2013,10/13/2013,Oregon South,1
60479,63179,19,10,Oct,2013,10/19/2013,Oregon North,1
60488,63188,12,10,Oct,2013,10/12/2013,Humboldt,1
60489,63189,12,10,Oct,2013,10/12/2013,Humboldt,1
60500,63200,19,10,Oct,2013,10/19/2013,North Coast,1
60501,63201,19,10,Oct,2013,10/19/2013,North Coast,1
60550,63250,16,10,Oct,2013,10/16/2013,Oregon North,1
60569,63272,6,10,Oct,2013,10/6/2013,South Coast,1
60638,63351,14,10,Oct,2013,10/14/2013,Oregon North,1
60653,63366,21,10,Oct,2013,10/21/2013,Oregon South,1
60661,63374,23,10,Oct,2013,10/23/2013,South Coast,1
60718,63433,29,10,Oct,2013,10/29/2013,Oregon South,1
60833,63548,30,10,Oct,2013,10/30/2013,Oregon North,1
60834,63549,26,8,Aug,2013,8/26/2013,Oregon South,1
60870,63592,22,8,Aug,2013,8/22/2013,North Coast,1
60912,63636,22,8,Aug,2013,8/22/2013,Oregon South,1
60944,63669,27,9,Sep,2013,9/27/2013,Oregon North,1
60946,63671,27,9,Sep,2013,9/27/2013,Oregon North,1
60948,63673,20,9,Sep,2013,9/20/2013,Oregon North,1
60951,63676,20,9,Sep,2013,9/20/2013,Oregon North,1
60952,63677,20,9,Sep,2013,9/20/2013,Oregon North,1
60960,63685,13,9,Sep,2013,9/13/2013,Oregon North,1
60961,63686,20,9,Sep,2013,9/20/2013,Oregon North,1
60962,63687,20,9,Sep,2013,9/20/2013,Oregon North,1
60963,63688,20,9,Sep,2013,9/20/2013,Oregon North,1
60966,63691,20,9,Sep,2013,9/20/2013,Oregon North,1
60967,63692,20,9,Sep,2013,9/20/2013,Oregon North,1
60973,63698,20,9,Sep,2013,9/20/2013,Oregon North,1
60976,63701,20,9,Sep,2013,9/20/2013,Oregon North,1
61080,63807,21,9,Sep,2013,9/21/2013,Oregon North,1
61082,63809,21,9,Sep,2013,9/21/2013,Oregon North,1
61084,63811,21,9,Sep,2013,9/21/2013,Oregon North,1
61085,63812,21,9,Sep,2013,9/21/2013,Oregon North,1
61094,63821,13,9,Sep,2013,9/13/2013,Oregon North,1
61095,63822,7,9,Sep,2013,9/7/2013,South Coast,1
61100,63828,19,9,Sep,2013,9/19/2013,South Coast,1
61105,63833,26,9,Sep,2013,9/26/2013,South Coast,1
61107,63835,26,9,Sep,2013,9/26/2013,South Coast,1
61109,63837,26,9,Sep,2013,9/26/2013,South Coast,1
61113,63841,26,9,Sep,2013,9/26/2013,South Coast,1
61115,63843,26,9,Sep,2013,9/26/2013,South Coast,1
61118,63847,25,9,Sep,2013,9/25/2013,South Coast,1
61120,63849,25,9,Sep,2013,9/25/2013,South Coast,1
61154,63885,9,10,Oct,2013,10/9/2013,South Coast,1
61170,63902,9,10,Oct,2013,10/9/2013,South Coast,1
61176,63908,3,10,Oct,2013,10/3/2013,South Coast,1
61201,63933,14,11,Nov,2013,11/14/2013,South Coast,1
61207,63939,17,11,Nov,2013,11/17/2013,Humboldt,1
61210,63942,28,10,Oct,2013,10/28/2013,Oregon North,1
61211,63943,28,10,Oct,2013,10/28/2013,Oregon North,1
61362,64106,26,9,Sep,2013,9/26/2013,Oregon North,1
61363,64107,26,9,Sep,2013,9/26/2013,Oregon North,1
61364,64108,26,9,Sep,2013,9/26/2013,Oregon North,1
61371,64118,21,9,Sep,2013,9/21/2013,Oregon North,1
61376,64124,27,10,Oct,2013,10/27/2013,South Coast,1
61431,64180,6,9,Sep,2013,9/6/2013,Oregon South,1
61433,64182,6,9,Sep,2013,9/6/2013,Oregon South,1
61441,64190,6,9,Sep,2013,9/6/2013,Oregon South,1
61457,64207,26,9,Sep,2013,9/26/2013,Oregon South,1
61459,64209,26,9,Sep,2013,9/26/2013,Oregon South,1
61461,64211,26,9,Sep,2013,9/26/2013,Oregon South,1
61463,64213,24,9,Sep,2013,9/24/2013,Oregon North,1
61554,64310,24,10,Oct,2013,10/24/2013,South Coast,1
61564,64320,27,10,Oct,2013,10/27/2013,South Coast,1
61581,64338,6,10,Oct,2013,10/6/2013,South Coast,1
61652,64409,29,10,Oct,2013,10/29/2013,South Coast,1
61734,64491,16,10,Oct,2013,10/16/2013,Oregon South,1
61797,64554,5,9,Sep,2013,9/5/2013,Humboldt,1
61799,64556,5,9,Sep,2013,9/5/2013,Humboldt,1
61806,64563,5,9,Sep,2013,9/5/2013,Humboldt,1
61821,64578,3,10,Oct,2013,10/3/2013,Humboldt,1
61875,64632,19,10,Oct,2013,10/19/2013,Humboldt,1
61906,64664,25,9,Sep,2013,9/25/2013,Oregon North,1
61935,64693,23,10,Oct,2013,10/23/2013,Oregon North,1
61951,64709,23,9,Sep,2013,9/23/2013,North Coast,1
61955,64713,23,9,Sep,2013,9/23/2013,North Coast,1
61972,64730,18,9,Sep,2013,9/18/2013,North Coast,1
61975,64733,26,9,Sep,2013,9/26/2013,North Coast,1
61980,64738,21,9,Sep,2013,9/21/2013,North Coast,1
61983,64741,21,9,Sep,2013,9/21/2013,North Coast,1
61984,64742,21,9,Sep,2013,9/21/2013,North Coast,1
61988,64746,21,9,Sep,2013,9/21/2013,North Coast,1
62046,64804,21,10,Oct,2013,10/21/2013,Oregon North,1
62051,64809,21,10,Oct,2013,10/21/2013,Oregon North,1
62057,64815,21,10,Oct,2013,10/21/2013,Oregon North,1
62061,64819,21,10,Oct,2013,10/21/2013,Oregon North,1
62095,64853,11,10,Oct,2013,10/11/2013,North Coast,1
62102,64860,11,10,Oct,2013,10/11/2013,North Coast,1
62115,64873,11,10,Oct,2013,10/11/2013,North Coast,1
62120,64878,11,10,Oct,2013,10/11/2013,North Coast,1
62460,65219,2,11,Nov,2013,11/2/2013,Humboldt,1
62537,65311,9,10,Oct,2013,10/9/2013,North Coast,1
62581,65361,25,10,Oct,2013,10/25/2013,North Coast,1
62684,65469,13,9,Sep,2013,9/13/2013,Oregon North,1
62685,65470,13,9,Sep,2013,9/13/2013,Oregon North,1
62689,65474,29,10,Oct,2013,10/29/2013,Oregon North,1
62691,65476,29,10,Oct,2013,10/29/2013,Oregon North,1
62738,65523,19,10,Oct,2013,10/19/2013,North Coast,1
62748,65533,25,10,Oct,2013,10/25/2013,Oregon South,1
62980,65797,19,10,Oct,2013,10/19/2013,North Coast,1
62994,65811,19,10,Oct,2013,10/19/2013,North Coast,1
63438,66317,20,10,Oct,2013,10/20/2013,Oregon North,1
63502,66396,25,10,Oct,2013,10/25/2013,Oregon South,1
63505,66399,25,10,Oct,2013,10/25/2013,Oregon South,1
63592,66492,30,11,Nov,2013,11/30/2013,South Coast,1
63691,66608,17,11,Nov,2013,11/17/2013,Humboldt,1
64094,67020,13,9,Sep,2013,9/13/2013,Oregon North,1
64096,67022,13,9,Sep,2013,9/13/2013,Oregon North,1
64097,67023,13,9,Sep,2013,9/13/2013,Oregon North,1
64169,67108,14,10,Oct,2007,10/14/2007,South Coast,1
64216,67185,16,6,Jun,2014,6/16/2014,Oregon North,1
64532,67523,1,8,Aug,2014,8/1/2014,Humboldt,1
64616,67612,18,8,Aug,2014,8/18/2014,Oregon North,1
64618,67614,18,8,Aug,2014,8/18/2014,Oregon North,1
64762,67767,26,8,Aug,2014,8/26/2014,Humboldt,1
64764,67769,26,8,Aug,2014,8/26/2014,Humboldt,1
64767,67772,26,8,Aug,2014,8/26/2014,Oregon North,1
64774,67779,16,8,Aug,2014,8/16/2014,Oregon South,1
64804,67809,26,8,Aug,2014,8/26/2014,South Coast,1
64815,67820,15,8,Aug,2014,8/15/2014,South Coast,1
64852,67857,30,8,Aug,2014,8/30/2014,Oregon North,1
64863,67868,30,8,Aug,2014,8/30/2014,Oregon North,1
64870,67875,21,8,Aug,2014,8/21/2014,South Coast,1
64872,67877,1,9,Sep,2014,9/1/2014,Oregon North,1
64880,67885,15,8,Aug,2014,8/15/2014,South Coast,1
64913,67918,30,8,Aug,2014,8/30/2014,Oregon North,1
64999,68005,28,8,Aug,2014,8/28/2014,North Coast,1
65008,68014,24,8,Aug,2014,8/24/2014,South Coast,1
65053,68073,22,8,Aug,2014,8/22/2014,South Coast,1
65056,68076,4,9,Sep,2014,9/4/2014,Humboldt,1
65162,68189,8,9,Sep,2014,9/8/2014,Humboldt,1
65186,68213,7,9,Sep,2014,9/7/2014,Oregon South,1
65203,68230,9,9,Sep,2014,9/9/2014,South Coast,1
65249,68277,31,8,Aug,2014,8/31/2014,Humboldt,1
65251,68279,12,9,Sep,2014,9/12/2014,Oregon South,1
65253,68281,12,9,Sep,2014,9/12/2014,Oregon South,1
65255,68283,12,9,Sep,2014,9/12/2014,Oregon South,1
65276,68304,14,9,Sep,2014,9/14/2014,Oregon North,1
65279,68307,14,9,Sep,2014,9/14/2014,Oregon North,1
65307,68335,27,8,Aug,2014,8/27/2014,North Coast,1
65308,68336,26,8,Aug,2014,8/26/2014,North Coast,1
65312,68340,29,8,Aug,2014,8/29/2014,North Coast,1
65332,68361,15,9,Sep,2014,9/15/2014,Oregon North,1
65339,68368,15,9,Sep,2014,9/15/2014,Oregon North,1
65340,68369,15,9,Sep,2014,9/15/2014,Oregon North,1
65377,68407,16,9,Sep,2014,9/16/2014,Oregon South,1
65378,68408,16,9,Sep,2014,9/16/2014,North Coast,1
65438,68475,19,9,Sep,2014,9/19/2014,South Coast,1
65481,68521,17,9,Sep,2014,9/17/2014,Oregon North,1
65621,68666,31,8,Aug,2014,8/31/2014,South Coast,1
65626,68671,27,9,Sep,2014,9/27/2014,Oregon North,1
65786,68833,2,9,Sep,2014,9/2/2014,Oregon North,1
65793,68840,2,9,Sep,2014,9/2/2014,Oregon North,1
65822,68869,3,10,Oct,2014,10/3/2014,Oregon North,1
65834,68881,3,10,Oct,2014,10/3/2014,Oregon North,1
65835,68882,3,10,Oct,2014,10/3/2014,Oregon North,1
65912,68959,11,9,Sep,2014,9/11/2014,North Coast,1
65933,68980,5,10,Oct,2014,10/5/2014,Humboldt,1
66055,69103,14,8,Aug,2014,8/14/2014,Humboldt,1
66077,69127,5,10,Oct,2014,10/5/2014,North Coast,1
66118,69168,29,8,Aug,2014,8/29/2014,South Coast,1
66142,69192,29,8,Aug,2014,8/29/2014,Oregon North,1
66277,69336,22,9,Sep,2014,9/22/2014,North Coast,1
66282,69341,11,10,Oct,2014,10/11/2014,Oregon North,1
66284,69343,11,10,Oct,2014,10/11/2014,Oregon North,1
66286,69345,11,10,Oct,2014,10/11/2014,Oregon North,1
66308,69367,12,10,Oct,2014,10/12/2014,South Coast,1
66327,69395,12,10,Oct,2014,10/12/2014,South Coast,1
66328,69396,12,10,Oct,2014,10/12/2014,South Coast,1
66343,69411,12,10,Oct,2014,10/12/2014,South Coast,1
66428,69501,6,10,Oct,2014,10/6/2014,South Coast,1
66445,69518,13,9,Sep,2014,9/13/2014,Oregon South,1
66447,69520,14,9,Sep,2014,9/14/2014,Oregon South,1
66517,69591,28,8,Aug,2014,8/28/2014,Oregon North,1
66526,69600,31,8,Aug,2014,8/31/2014,Oregon South,1
66537,69611,28,8,Aug,2014,8/28/2014,Oregon North,1
66550,69624,11,10,Oct,2014,10/11/2014,Oregon North,1
66571,69645,11,10,Oct,2014,10/11/2014,Oregon North,1
66578,69652,15,9,Sep,2014,9/15/2014,Oregon South,1
66596,69670,27,9,Sep,2014,9/27/2014,Oregon South,1
66608,69682,29,9,Sep,2014,9/29/2014,Oregon South,1
66613,69687,29,9,Sep,2014,9/29/2014,Oregon South,1
66618,69692,9,10,Oct,2014,10/9/2014,Oregon South,1
66619,69693,9,10,Oct,2014,10/9/2014,Oregon South,1
66620,69694,9,10,Oct,2014,10/9/2014,Oregon South,1
66624,69698,20,9,Sep,2014,9/20/2014,Oregon South,1
66627,69701,20,9,Sep,2014,9/20/2014,Oregon South,1
66632,69706,9,10,Oct,2014,10/9/2014,Oregon South,1
66635,69709,9,10,Oct,2014,10/9/2014,Oregon South,1
66644,69718,10,10,Oct,2014,10/10/2014,Oregon South,1
66677,69752,12,10,Oct,2014,10/12/2014,Oregon South,1
66697,69773,15,9,Sep,2014,9/15/2014,Oregon North,1
66878,69959,11,9,Sep,2014,9/11/2014,Humboldt,1
66897,69978,13,9,Sep,2014,9/13/2014,Humboldt,1
66898,69979,13,9,Sep,2014,9/13/2014,Humboldt,1
66914,69995,19,9,Sep,2014,9/19/2014,Humboldt,1
66920,70001,18,9,Sep,2014,9/18/2014,South Coast,1
66934,70015,28,9,Sep,2014,9/28/2014,South Coast,1
