YYYY,MM,DD,hh,WD,WSPD,WVHT
2002,7,30,1,162,1.3,1.09
2002,7,30,2,157,0.9,1.03
2002,7,30,3,271,0.8,1.07
2002,7,30,4,284,4.1,0.92
2002,7,30,5,344,2.6,0.99
2002,7,30,6,348,4,1
2002,7,30,7,341,5.5,1
2002,7,30,8,333,6.9,0.92
2002,7,30,9,340,6.5,0.97
2002,7,30,10,335,7.3,1.04
2002,7,30,11,334,8,0.94
2002,7,30,12,333,6.9,1.01
2002,7,30,13,328,5.6,1.03
2002,7,30,14,320,6.4,1.06
2002,7,30,15,317,6.3,1.08
2002,7,30,16,313,6.6,1.1
2002,7,30,17,312,7.1,1.13
2002,7,30,18,313,7.4,1.29
2002,7,30,19,318,6.6,1.31
2002,7,30,20,320,6.8,1.45
2002,7,30,21,318,7,1.55
2002,7,30,22,315,6.5,1.58
2002,7,30,23,311,7.7,1.44
2002,7,31,0,308,7.3,1.5
2002,7,31,1,308,6.9,1.45
2002,7,31,2,309,7.5,1.38
2002,7,31,3,309,6.9,1.39
2002,7,31,4,312,8.2,1.36
2002,7,31,5,309,8.2,1.39
2002,7,31,6,306,7.4,1.48
2002,7,31,7,305,7.7,1.47
2002,7,31,8,308,6.7,1.49
2002,7,31,9,308,5.9,1.59
2002,7,31,10,312,4.3,1.65
2002,7,31,11,306,4,1.73
2002,7,31,12,312,4.6,2.01
2002,7,31,13,309,4.7,2.04
2002,7,31,14,310,4.6,2.02
2002,7,31,15,312,4.5,1.93
2002,7,31,16,317,3.6,1.79
2002,7,31,17,316,2.2,1.71
2002,7,31,18,297,2.4,1.52
2002,7,31,19,301,1.8,1.49
2002,7,31,20,274,1.7,1.29
2002,7,31,21,269,2.9,1.39
2002,7,31,22,289,4.4,1.34
2002,7,31,23,307,5.4,1.37
2002,8,1,0,305,6.1,1.41
2002,8,1,1,307,6.9,1.42
2002,8,1,2,320,6.6,1.31
2002,8,1,3,322,7.1,1.5
2002,8,1,4,328,7,1.38
2002,8,1,5,331,6.2,1.35
2002,8,1,6,322,7.5,1.29
2002,8,1,7,327,7.3,1.26
2002,8,1,8,324,6.5,1.2
2002,8,1,9,330,7,1.1
2002,8,1,10,342,5.9,1.07
2002,8,1,11,336,6.5,1.09
2002,8,1,12,339,5.6,1.05
2002,8,1,13,322,5.2,1.12
2002,8,1,14,320,4.9,1.05
2002,8,1,15,317,4.8,1.01
2002,8,1,16,315,4.7,1.1
2002,8,1,17,316,3.2,1.08
2002,8,1,18,285,4.5,1.19
2002,8,1,19,295,4.6,1.1
2002,8,1,20,305,5.3,1.13
2002,8,1,21,309,5.9,1.13
2002,8,1,22,317,6.6,1.21
2002,8,1,23,310,7.7,1.18
2002,8,2,0,312,8.6,1.22
2002,8,2,1,311,8.6,1.25
2002,8,2,2,312,8.4,1.28
2002,8,2,3,315,8.5,1.31
2002,8,2,4,309,7,1.35
2002,8,2,5,308,6.7,1.29
2002,8,2,6,307,6,1.26
2002,8,2,7,308,5.6,1.24
2002,8,2,8,311,5.1,1.29
2002,8,2,9,300,4.4,1.43
2002,8,2,10,294,4.6,1.42
2002,8,2,11,295,5.8,1.43
2002,8,2,12,303,4.8,1.52
2002,8,2,13,298,4.6,1.39
2002,8,2,14,304,4,1.34
2002,8,2,15,300,4.5,1.42
2002,8,2,16,296,3.2,1.36
2002,8,2,17,298,3.6,1.29
2002,8,2,18,313,1.9,1.24
2002,8,2,19,297,2.5,1.23
2002,8,2,20,299,3.1,1.13
2002,8,2,21,299,3.4,1.13
2002,8,2,22,303,3.5,1.09
2002,8,2,23,303,3.6,1.08
2002,8,3,0,311,3.9,1.14
2002,8,3,1,315,5,1.06
2002,8,3,2,309,5.6,1.06
2002,8,3,3,313,5.9,1.1
2002,8,3,4,310,5.6,1.09
2002,8,3,5,313,5.5,1.09
2002,8,3,6,321,5.5,0.99
2002,8,3,7,325,6,1.05
2002,8,3,8,336,4.8,0.91
2002,8,3,9,336,5.4,0.88
2002,8,3,10,336,4.5,0.83
2002,8,3,11,337,4.2,0.8
2002,8,3,12,325,4,0.83
2002,8,3,13,327,4.3,0.82
2002,8,3,14,324,3.3,0.83
2002,8,3,15,322,3.2,0.82
2002,8,3,16,317,1.9,0.87
2002,8,3,17,298,1.9,0.87
2002,8,3,18,292,1.9,0.84
2002,8,3,19,305,1.7,0.89
2002,8,3,20,290,2.4,0.85
2002,8,3,21,272,2,0.86
2002,8,3,22,279,4.3,0.88
2002,8,3,23,299,5.7,0.85
2002,8,4,0,302,5.7,0.86
2002,8,4,1,300,3.1,0.85
2002,8,4,2,325,1.6,0.76
2002,8,4,3,180,0,0.83
2002,8,4,4,131,1.2,0.8
2002,8,4,5,102,1.9,0.75
2002,8,4,6,101,3.6,0.76
2002,8,4,7,119,4.4,0.77
2002,8,4,8,135,3.1,0.72
2002,8,4,9,138,3.1,0.73
2002,8,4,10,182,2,0.73
2002,8,4,11,237,4.6,0.78
2002,8,4,12,230,3.7,0.84
2002,8,4,13,218,3.4,0.91
2002,8,4,14,218,3.4,0.9
2002,8,4,15,253,4.7,0.88
2002,8,4,16,224,4.4,0.91
2002,8,4,17,215,4.7,0.92
2002,8,4,18,233,6.2,0.96
2002,8,4,19,999,99,99
2002,8,4,20,187,5.4,1.07
2002,8,4,21,225,4.7,1.08
2002,8,4,22,216,3.1,1.1
2002,8,4,23,241,4.6,1.15
2002,8,5,0,243,3.5,1.16
2002,8,5,1,229,2.7,1.22
2002,8,5,2,205,2.1,1.26
2002,8,5,3,186,3.1,1.27
2002,8,5,4,183,2.7,1.16
2002,8,5,5,198,3.3,1.14
2002,8,5,6,187,2.5,1.01
2002,8,5,7,205,2.3,0.98
2002,8,5,8,211,1.8,0.98
2002,8,5,9,124,1.6,0.86
2002,8,5,10,105,2.7,0.97
2002,8,5,11,106,3.8,0.86
2002,8,5,12,126,4.3,1.02
2002,8,5,13,105,3.1,1.03
2002,8,5,14,131,3.4,1.01
2002,8,5,15,105,3.9,1.04
2002,8,5,16,122,3.6,1.04
2002,8,5,17,118,3.1,1.07
2002,8,5,18,149,2.9,1.02
2002,8,5,19,130,2.4,1.04
2002,8,5,20,123,0.9,0.91
2002,8,5,21,183,0.9,0.99
2002,8,5,22,258,1.6,0.96
2002,8,5,23,248,1.8,0.96
2002,8,6,0,266,2.1,0.94
2002,8,6,1,336,2.5,1.02
2002,8,6,2,336,2.2,0.93
2002,8,6,3,331,2.5,1
2002,8,6,4,322,2.4,1.06
2002,8,6,5,294,1.8,0.99
2002,8,6,6,329,2.2,0.9
2002,8,6,7,349,1.2,0.93
2002,8,6,8,343,1.6,0.89
2002,8,6,9,342,2.6,0.81
2002,8,6,10,322,1.6,0.75
2002,8,6,11,321,1.8,0.76
2002,8,6,12,330,1.6,0.81
2002,8,6,13,43,1.7,0.73
2002,8,6,14,128,0.4,0.8
2002,8,6,15,32,1.3,0.83
2002,8,6,16,77,1,0.83
2002,8,6,17,153,0.9,0.81
2002,8,6,18,216,0.8,0.73
2002,8,6,19,212,0.8,0.67
2002,8,6,20,301,0.7,0.67
2002,8,6,21,252,1.4,0.59
2002,8,6,22,245,1.1,0.64
2002,8,6,23,304,3.3,0.6
2002,8,7,0,311,2.7,0.65
2002,8,7,1,307,3.9,0.59
2002,8,7,2,322,4,0.63
2002,8,7,3,313,3.5,0.61
2002,8,7,4,325,3.5,0.66
2002,8,7,5,348,4.5,0.68
2002,8,7,6,355,5,0.66
2002,8,7,7,341,4.3,0.62
2002,8,7,8,313,5.1,0.63
2002,8,7,9,333,4.1,0.62
2002,8,7,10,336,4.8,0.64
2002,8,7,11,335,4.1,0.63
2002,8,7,12,332,4,0.59
2002,8,7,13,337,4.6,0.59
2002,8,7,14,342,5,0.64
2002,8,7,15,338,3.5,0.6
2002,8,7,16,325,3.8,0.59
2002,8,7,17,25,1.4,0.62
2002,8,7,18,358,0.9,0.61
2002,8,7,19,303,1,0.6
2002,8,7,20,294,2.4,0.59
2002,8,7,21,305,3.2,0.62
2002,8,7,22,323,3.3,0.55
2002,8,7,23,320,3.1,0.54
2002,8,8,0,307,4.9,0.54
2002,8,8,1,308,5,0.51
2002,8,8,2,312,5.2,0.54
2002,8,8,3,331,3.8,0.5
2002,8,8,4,313,4.8,0.54
2002,8,8,5,313,4.9,0.55
2002,8,8,6,322,5.4,0.52
2002,8,8,7,335,4.7,0.5
2002,8,8,8,340,4.1,0.49
2002,8,8,9,346,3.3,0.51
2002,8,8,10,331,3.2,0.51
2002,8,8,11,338,2.4,0.48
2002,8,8,12,344,2.7,0.46
2002,8,8,13,340,2.3,0.46
2002,8,8,14,315,1.6,0.43
2002,8,8,15,306,0.7,0.43
2002,8,8,16,301,0.7,0.48
2002,8,8,17,16,0.5,0.47
2002,8,8,18,300,0.6,0.44
2002,8,8,19,272,0.6,0.44
2002,8,8,20,289,1,0.44
2002,8,8,21,276,2.3,0.47
2002,8,8,22,278,1.9,0.46
2002,8,8,23,277,2.6,0.56
2002,8,9,0,276,2.5,0.63
2002,8,9,1,287,2.3,0.64
2002,8,9,2,286,2.3,0.66
2002,8,9,3,327,1.3,0.67
2002,8,9,4,350,0.9,0.65
2002,8,9,5,44,1.3,0.65
2002,8,9,6,19,0.6,0.74
2002,8,9,7,57,0.4,0.77
2002,8,9,8,298,0.2,0.84
2002,8,9,9,309,2.1,0.99
2002,8,9,10,353,1,1.1
2002,8,9,11,2,0.8,1.19
2002,8,9,12,304,1,1.17
2002,8,9,13,290,1.8,1.07
2002,8,9,14,240,0.8,1.11
2002,8,9,15,280,0.6,1.14
2002,8,9,16,274,0.5,1.11
2002,8,9,17,247,1.4,1.15
2002,8,9,18,279,3.2,1.2
2002,8,9,19,309,3.6,1.34
2002,8,9,20,306,3.8,1.13
2002,8,9,21,307,4.6,1.18
2002,8,9,22,308,4.2,1.19
2002,8,9,23,315,3.9,1.12
2002,8,10,0,312,5.9,1.11
2002,8,10,1,322,7.9,1.08
2002,8,10,2,321,8.2,1.2
2002,8,10,3,320,7.6,1.21
2002,8,10,4,328,8.2,1.27
2002,8,10,5,317,8.7,1.28
2002,8,10,6,330,8.4,1.46
2002,8,10,7,316,7.2,1.37
2002,8,10,8,324,8.2,1.26
2002,8,10,9,321,7.7,1.32
2002,8,10,10,318,7.6,1.31
2002,8,10,11,320,6.3,1.34
2002,8,10,12,313,6.5,1.45
2002,8,10,13,315,7.2,1.47
2002,8,10,14,312,7.2,1.62
2002,8,10,15,313,7.3,1.59
2002,8,10,16,325,6.3,1.68
2002,8,10,17,329,5.7,1.85
2002,8,10,18,316,6.1,1.85
2002,8,10,19,314,5.3,1.76
2002,8,10,20,315,5,1.62
2002,8,10,21,297,4.1,1.6
2002,8,10,22,301,4.7,1.53
2002,8,10,23,301,5.1,1.53
2002,8,11,0,308,5.8,1.4
2002,8,11,1,311,5.8,1.47
2002,8,11,2,308,6,1.45
2002,8,11,3,305,6.4,1.28
2002,8,11,4,308,6,1.3
2002,8,11,5,305,5.1,1.45
2002,8,11,6,310,5.2,1.37
2002,8,11,7,308,6.1,1.36
2002,8,11,8,308,4.7,1.37
2002,8,11,9,304,4.3,1.21
2002,8,11,10,310,2.8,1.22
2002,8,11,11,307,2.9,1.27
2002,8,11,12,320,2,1.21
2002,8,11,13,107,2.4,1.52
2002,8,11,14,86,1.8,1.79
2002,8,11,15,124,3,1.7
2002,8,11,16,127,2.4,1.7
2002,8,11,17,108,1.7,1.68
2002,8,11,18,115,1.4,1.64
2002,8,11,19,133,2.5,1.8
2002,8,11,20,228,1.2,1.84
2002,8,11,21,254,0.8,1.56
2002,8,11,22,286,2.9,1.65
2002,8,11,23,330,3.3,1.5
2002,8,12,0,336,5.8,1.32
2002,8,12,1,342,6.5,1.39
2002,8,12,2,335,5.5,1.41
2002,8,12,3,327,5.3,1.59
2002,8,12,4,313,6.1,1.4
2002,8,12,5,320,4.6,1.36
2002,8,12,6,316,4.1,1.31
2002,8,12,7,331,4.6,1.28
2002,8,12,8,299,3.5,1.16
2002,8,12,9,289,5.9,1.13
2002,8,12,10,320,4.9,0.97
2002,8,12,11,327,3.9,1.18
2002,8,12,12,345,4.3,1.22
2002,8,12,13,21,1.5,1.52
2002,8,12,14,354,0.8,1.84
2002,8,12,15,34,0.4,1.97
2002,8,12,16,107,1.1,1.99
2002,8,12,17,101,0.7,2.33
2002,8,12,18,36,2.2,2.11
2002,8,12,19,5,2.6,1.99
2002,8,12,20,328,2.5,1.9
2002,8,12,21,325,3.7,1.8
2002,8,12,22,338,5.2,1.72
2002,8,12,23,329,2.9,1.64
2002,8,13,0,300,2.2,1.55
2002,8,13,1,293,4,1.49
2002,8,13,2,329,5.8,1.42
2002,8,13,3,342,7.7,1.35
2002,8,13,4,334,9.7,1.75
2002,8,13,5,336,8.5,1.66
2002,8,13,6,11,6.5,1.73
2002,8,13,7,348,6.5,1.51
2002,8,13,8,7,4.7,1.28
2002,8,13,9,325,2.9,1.22
2002,8,13,10,300,2,1.21
2002,8,13,11,305,1,1.23
2002,8,13,12,280,1.6,1.21
2002,8,13,13,337,1.9,1.17
2002,8,13,14,15,0.9,1.28
2002,8,13,15,14,1.2,1.35
2002,8,13,16,41,0.8,1.51
2002,8,13,17,42,1.7,1.6
2002,8,13,18,39,0.1,1.53
2002,8,13,19,279,1.3,1.49
2002,8,13,20,284,2,1.49
2002,8,13,21,294,3.2,1.28
2002,8,13,22,302,2.9,1.17
2002,8,13,23,305,1.9,1.22
2002,8,14,0,310,3.7,1.19
2002,8,14,1,328,3.1,1.26
2002,8,14,2,316,4.8,1.06
2002,8,14,3,326,5.4,1.21
2002,8,14,4,326,6.4,1.17
2002,8,14,5,326,5.5,1.34
2002,8,14,6,327,4,1.36
2002,8,14,7,325,3.8,1.44
2002,8,14,8,321,4,1.86
2002,8,14,9,318,4.6,2.23
2002,8,14,10,335,5,2.58
2002,8,14,11,316,5.4,2.67
2002,8,14,12,323,6.1,2.74
2002,8,14,13,309,4.5,2.86
2002,8,14,14,320,5.3,2.68
2002,8,14,15,316,5.4,2.7
2002,8,14,16,318,6.2,2.8
2002,8,14,17,310,4.4,2.78
2002,8,14,18,310,5.1,2.92
2002,8,14,19,313,5.2,3.2
2002,8,14,20,313,7.4,3.78
2002,8,14,21,311,6.7,3.19
2002,8,14,22,315,6.2,3.2
2002,8,14,23,308,6.4,3.32
2002,8,15,0,303,5.9,3.29
2002,8,15,1,303,5.5,3.48
2002,8,15,2,297,6.2,3.22
2002,8,15,3,289,6.6,3.14
2002,8,15,4,299,5.9,3
2002,8,15,5,295,5.4,2.74
2002,8,15,6,274,4.1,3.43
2002,8,15,7,274,4.7,3.22
2002,8,15,8,278,4.3,3.29
2002,8,15,9,279,5.3,3.4
2002,8,15,10,286,4.3,3.06
2002,8,15,11,275,2.8,3.14
2002,8,15,12,259,1.9,3.2
2002,8,15,13,190,0.9,2.86
2002,8,15,14,153,2.4,3.11
2002,8,15,15,159,3.1,3
2002,8,15,16,153,3.3,2.52
2002,8,15,17,152,3,2.48
2002,8,15,18,164,3.4,2.37
2002,8,15,19,158,3.6,2.11
2002,8,15,20,154,3.1,2.19
2002,8,15,21,160,2.2,2.19
2002,8,15,22,201,1.2,2.42
2002,8,15,23,175,0.4,2.27
2002,8,16,0,13,1.6,2.46
2002,8,16,1,332,3,2.37
2002,8,16,2,342,4.7,2.38
2002,8,16,3,320,5.1,2.5
2002,8,16,4,329,5.2,2.32
2002,8,16,5,318,5.3,2.38
2002,8,16,6,315,4.6,2.33
2002,8,16,7,304,3.4,2.12
2002,8,16,8,296,3.8,2.11
2002,8,16,9,298,5.7,2.2
2002,8,16,10,299,6.2,2.72
2002,8,16,11,305,5.5,2.91
2002,8,16,12,313,3.6,2.81
2002,8,16,13,331,2.3,3.28
2002,8,16,14,83,1.8,2.88
2002,8,16,15,135,3.1,2.79
2002,8,16,16,128,3.6,2.56
2002,8,16,17,131,2.9,2.43
2002,8,16,18,130,4.2,2.21
2002,8,16,19,157,2.1,2
2002,8,16,20,222,1.4,2.17
2002,8,16,21,279,1.2,2.12
2002,8,16,22,264,3.8,1.95
2002,8,16,23,322,4.3,1.98
2002,8,17,0,329,6.3,2.12
2002,8,17,1,341,8.9,1.82
2002,8,17,2,332,5.9,1.8
2002,8,17,3,334,6,1.75
2002,8,17,4,323,7,1.72
2002,8,17,5,327,6.9,1.69
2002,8,17,6,323,5.5,1.72
2002,8,17,7,315,5.3,1.51
2002,8,17,8,316,5.3,1.41
2002,8,17,9,310,4.7,1.42
2002,8,17,10,307,6.5,1.3
2002,8,17,11,315,5.5,1.26
2002,8,17,12,315,3.8,1.34
2002,8,17,13,304,5.8,1.45
2002,8,17,14,309,5.6,1.34
2002,8,17,15,315,7.2,1.43
2002,8,17,16,307,8.2,1.62
2002,8,17,17,322,6.6,1.65
2002,8,17,18,298,6.5,1.74
2002,8,17,19,299,5.2,1.89
2002,8,17,20,308,7.1,2.01
2002,8,17,21,309,5.4,2.04
2002,8,17,22,308,7.1,1.92
2002,8,17,23,307,6.6,2.37
2002,8,18,0,302,6.1,2.24
2002,8,18,1,311,6.5,2.04
2002,8,18,2,310,6.8,2.22
2002,8,18,3,296,5.9,2.04
2002,8,18,4,299,6.2,2.09
2002,8,18,5,308,5.9,2.07
2002,8,18,6,315,3.9,1.81
2002,8,18,7,291,2,1.87
2002,8,18,8,279,2.8,1.84
2002,8,18,9,298,3.2,1.8
2002,8,18,10,301,1.3,1.78
2002,8,18,11,259,1.8,1.67
2002,8,18,12,286,1.3,1.76
2002,8,18,13,285,2.2,1.73
2002,8,18,14,310,1.7,1.77
2002,8,18,15,295,1.7,1.73
2002,8,18,16,327,1.2,1.59
2002,8,18,17,29,0.2,1.52
2002,8,18,18,140,0.6,1.46
2002,8,18,19,161,1.1,1.48
2002,8,18,20,186,1.3,1.49
2002,8,18,21,197,1.5,1.44
2002,8,18,22,275,3.1,1.51
2002,8,18,23,274,3.7,1.45
2002,8,19,0,284,4.3,1.72
2002,8,19,1,304,4.7,1.58
2002,8,19,2,298,4.6,1.65
2002,8,19,3,329,3.7,1.65
2002,8,19,4,318,6.6,1.52
2002,8,19,5,329,7,1.53
2002,8,19,6,335,7.9,1.36
2002,8,19,7,335,8,1.39
2002,8,19,8,339,5.5,1.35
2002,8,19,9,330,3.2,1.2
2002,8,19,10,326,5.3,1.19
2002,8,19,11,320,5.3,1.13
2002,8,19,12,316,5.4,1.16
2002,8,19,13,316,5,1.26
2002,8,19,14,312,5.7,1.25
2002,8,19,15,308,4.7,1.34
2002,8,19,16,299,4.9,1.41
2002,8,19,17,296,4.7,1.35
2002,8,19,18,293,4.3,1.4
2002,8,19,19,283,2.4,1.35
2002,8,19,20,312,1.9,1.23
2002,8,19,21,285,1.1,1.17
2002,8,19,22,266,2.1,1.19
2002,8,19,23,290,1.9,0.97
2002,8,20,0,305,2,1.03
2002,8,20,1,301,2.4,0.98
2002,8,20,2,318,2.4,0.93
2002,8,20,3,338,3,0.91
2002,8,20,4,322,1.8,0.9
2002,8,20,5,343,1.6,0.85
2002,8,20,6,308,1.5,0.8
2002,8,20,7,293,2.3,0.72
2002,8,20,8,295,3.4,0.74
2002,8,20,9,287,2.7,0.67
2002,8,20,10,305,4.4,0.65
2002,8,20,11,308,3.6,0.61
2002,8,20,12,301,2.7,0.66
2002,8,20,13,293,3.4,0.62
2002,8,20,14,274,1.6,0.68
2002,8,20,15,237,1.5,0.69
2002,8,20,16,277,1.6,0.66
2002,8,20,17,305,2.8,0.7
2002,8,20,18,279,1.7,0.67
2002,8,20,19,249,0.9,0.76
2002,8,20,20,255,1.2,0.85
2002,8,20,21,226,1.7,0.88
2002,8,20,22,247,4.3,0.91
2002,8,20,23,266,2.8,0.94
2002,8,21,0,294,3.5,1
2002,8,21,1,299,4.9,1.04
2002,8,21,2,314,5.5,1.06
2002,8,21,3,329,4.9,1.04
2002,8,21,4,341,4.1,1.12
2002,8,21,5,325,5.2,1.03
2002,8,21,6,315,4.4,1.02
2002,8,21,7,330,5,0.97
2002,8,21,8,320,2.1,0.92
2002,8,21,9,318,3,0.85
2002,8,21,10,312,4.4,0.92
2002,8,21,11,319,3.4,0.92
2002,8,21,12,321,3,0.84
2002,8,21,13,316,2.3,0.88
2002,8,21,14,322,1.9,0.85
2002,8,21,15,316,1.8,0.87
2002,8,21,16,331,1.4,0.79
2002,8,21,17,312,2.3,0.75
2002,8,21,18,309,3.2,0.74
2002,8,21,19,303,3.6,0.78
2002,8,21,20,302,2.5,0.71
2002,8,21,21,303,3.4,0.8
2002,8,21,22,303,3.3,0.8
2002,8,21,23,296,3.7,0.74
2002,8,22,0,296,4.4,0.75
2002,8,22,1,289,5.4,0.79
2002,8,22,2,324,4,0.89
2002,8,22,3,330,4.9,0.85
2002,8,22,4,358,5.3,0.83
2002,8,22,5,346,4.8,0.89
2002,8,22,6,349,3.5,0.83
2002,8,22,7,337,4.1,0.81
2002,8,22,8,329,4,0.75
2002,8,22,9,316,5.5,0.69
2002,8,22,10,318,5.6,0.74
2002,8,22,11,329,5.2,0.71
2002,8,22,12,337,4,0.69
2002,8,22,13,340,3.3,0.68
2002,8,22,14,345,3.5,0.71
2002,8,22,15,21,2.9,0.75
2002,8,22,16,5,2.7,0.65
2002,8,22,17,8,2,0.71
2002,8,22,18,38,1.3,0.69
2002,8,22,19,325,2.5,0.65
2002,8,22,20,322,3,0.63
2002,8,22,21,326,3.7,0.64
2002,8,22,22,312,5,0.68
2002,8,22,23,312,6.1,0.66
2002,8,23,0,325,7.4,99
2002,8,23,1,323,6.5,0.71
2002,8,23,2,329,6.8,0.76
2002,8,23,3,330,7.4,0.78
2002,8,23,4,337,6.6,0.77
2002,8,23,5,341,6.1,0.73
2002,8,23,6,332,6.1,0.79
2002,8,23,7,335,5,0.78
2002,8,23,8,337,4.9,0.73
2002,8,23,9,329,5.5,0.71
2002,8,23,10,325,6.3,0.74
2002,8,23,11,334,5.8,0.72
2002,8,23,12,328,3.7,0.71
2002,8,23,13,324,2.9,0.69
2002,8,23,14,311,2.3,0.73
2002,8,23,15,321,1.9,0.72
2002,8,23,16,322,3.4,0.74
2002,8,23,17,11,2.1,0.83
2002,8,23,18,15,1.1,0.72
2002,8,23,19,278,0.4,0.81
2002,8,23,20,308,0.9,0.72
2002,8,23,21,279,1.8,0.72
2002,8,23,22,286,3,0.8
2002,8,23,23,288,3.2,0.85
2002,8,24,0,289,3.7,0.84
2002,8,24,1,302,4.2,0.92
2002,8,24,2,313,2.7,0.93
2002,8,24,3,307,5.1,0.98
2002,8,24,4,318,6,1
2002,8,24,5,329,4.1,0.93
2002,8,24,6,324,2.2,0.96
2002,8,24,7,325,1.6,0.93
2002,8,24,8,336,1.8,0.99
2002,8,24,9,321,4.4,99
2002,8,24,10,325,4.9,1.18
2002,8,24,11,324,3.2,1.13
2002,8,24,12,324,4.2,1.11
2002,8,24,13,315,3.9,1.26
2002,8,24,14,314,3.6,1.24
2002,8,24,15,315,3.1,1.29
2002,8,24,16,318,4,1.31
2002,8,24,17,309,2.4,1.37
2002,8,24,18,293,2.3,1.41
2002,8,24,19,303,3.4,1.5
2002,8,24,20,313,3.5,1.34
2002,8,24,21,304,3.8,1.33
2002,8,24,22,303,5,1.28
2002,8,24,23,316,4.2,1.29
2002,8,25,0,308,6,1.38
2002,8,25,1,313,6.7,1.5
2002,8,25,2,311,5.4,1.35
2002,8,25,3,303,4.9,1.26
2002,8,25,4,308,4.9,1.25
2002,8,25,5,294,5,1.21
2002,8,25,6,303,4.2,1.33
2002,8,25,7,294,5,1.38
2002,8,25,8,308,5.6,1.29
2002,8,25,9,304,4,1.1
2002,8,25,10,315,3.6,1.23
2002,8,25,11,301,1.9,1.17
2002,8,25,12,278,2.2,1.26
2002,8,25,13,269,2.1,1.23
2002,8,25,14,273,2.3,1.22
2002,8,25,15,254,1.6,1.24
2002,8,25,16,202,1.3,1.26
2002,8,25,17,283,2.2,1.21
2002,8,25,18,258,1.2,1.14
2002,8,25,19,251,2.2,1.09
2002,8,25,20,234,1.9,1.19
2002,8,25,21,258,2.4,1.08
2002,8,25,22,241,2.3,1.12
2002,8,25,23,260,2.8,1.18
2002,8,26,0,309,1.6,99
2002,8,26,1,297,2.4,1.27
2002,8,26,2,320,2.1,1.23
2002,8,26,3,298,3,1.27
2002,8,26,4,332,2.2,1.22
2002,8,26,5,308,1.9,1.23
2002,8,26,6,308,1.7,1.15
2002,8,26,7,313,1.6,1.3
2002,8,26,8,289,0.4,1.17
2002,8,26,9,280,1.2,1.18
2002,8,26,10,263,1.2,1.16
2002,8,26,11,271,1.6,1.23
2002,8,26,12,281,1.5,1.15
2002,8,26,13,291,1.4,1.2
2002,8,26,14,32,1.7,1.08
2002,8,26,15,115,0.4,1.07
2002,8,26,16,151,1,1.12
2002,8,26,17,230,0.5,1.12
2002,8,26,18,250,1.3,1.11
2002,8,26,19,251,1.6,1.14
2002,8,26,20,244,1.6,1.07
2002,8,26,21,258,2.1,1.09
2002,8,26,22,256,2.1,1.04
2002,8,26,23,264,2.4,1.05
2002,8,27,0,265,2.6,0.98
2002,8,27,1,283,1.9,0.93
2002,8,27,2,291,2,1.01
2002,8,27,3,295,2.9,0.99
2002,8,27,4,330,1.7,1.08
2002,8,27,5,316,1.9,1.03
2002,8,27,6,350,1.3,1.14
2002,8,27,7,2,2.7,1.15
2002,8,27,8,342,2.7,1.08
2002,8,27,9,354,2.8,1.22
2002,8,27,10,350,2.3,1.16
2002,8,27,11,342,1.5,1.21
2002,8,27,12,306,2.8,1.15
2002,8,27,13,307,2.8,1.24
2002,8,27,14,335,2.6,1.18
2002,8,27,15,13,2.3,1.24
2002,8,27,16,344,2.1,1.15
2002,8,27,17,311,1.2,1.12
2002,8,27,18,299,2.4,1.11
2002,8,27,19,307,3,1.2
2002,8,27,20,310,3.6,1
2002,8,27,21,318,2.7,1.05
2002,8,27,22,313,5.7,1.08
2002,8,27,23,320,4.6,0.95
2002,8,28,0,311,5.7,1
2002,8,28,1,308,5.2,1
2002,8,28,2,308,5.8,1.01
2002,8,28,3,322,5.7,1.06
2002,8,28,4,330,6.7,1.04
2002,8,28,5,329,7,1.06
2002,8,28,6,338,6.4,1.09
2002,8,28,7,341,4.9,1.07
2002,8,28,8,343,4.5,1.03
2002,8,28,9,321,4.9,1.08
2002,8,28,10,310,6.5,1
2002,8,28,11,312,6.6,0.99
2002,8,28,12,322,4.8,1.04
2002,8,28,13,334,3.6,0.97
2002,8,28,14,329,3,1.04
2002,8,28,15,332,4.7,1.06
2002,8,28,16,342,5.3,0.96
2002,8,28,17,331,6.2,1.03
2002,8,28,18,332,5.8,1.07
2002,8,28,19,329,5.5,1.12
2002,8,28,20,327,6.1,1.02
2002,8,28,21,317,6.2,1.02
2002,8,28,22,313,6.1,1.08
2002,8,28,23,313,5.4,1
2002,8,29,0,313,7.1,0.96
2002,8,29,1,311,7.2,1.05
2002,8,29,2,320,6.3,1.06
2002,8,29,3,324,6.1,1.1
2002,8,29,4,322,5.8,1.06
2002,8,29,5,325,4.4,1.05
2002,8,29,6,326,4.8,1.12
2002,8,29,7,320,5.6,1.1
2002,8,29,8,312,6.1,1.05
2002,8,29,9,311,6.2,1.27
2002,8,29,10,310,5.2,1.22
2002,8,29,11,309,5.4,1.27
2002,8,29,12,309,5.4,1.34
2002,8,29,13,308,5.5,1.56
2002,8,29,14,302,5.7,1.63
2002,8,29,15,298,6.4,1.6
2002,8,29,16,298,6.2,1.69
2002,8,29,17,296,5.7,1.82
2002,8,29,18,292,4.8,1.79
2002,8,29,19,286,5.3,1.81
2002,8,29,20,290,5,1.76
2002,8,29,21,288,5,1.87
2002,8,29,22,285,4.6,1.95
2002,8,29,23,288,6.2,1.85
2002,8,30,0,287,5.1,2.13
2002,8,30,1,287,4.6,2.06
